,carat,cut,color,clarity,depth,table,x,y,z,grp_clarity,grp_color,grp_cut,log_carat,log_carat_menor_2,log_carat_maior_2,dist_carat,grade,IFDIdeal,SI1DPremium,SI1HIdeal,SI2FIdeal,SI2FPremium,SI2GGood,SI2GIdeal,SI2GPremium,SI2GVery Good,VS2DIdeal,VS2DPremium,VS2GIdeal,VS2IIdeal,VVS1DIdeal,VVS1EIdeal,VVS2DIdeal,color_D,clarity_SI2,grp_cla_I,grp_cla_IF,grp_cla_SI,grp_cla_VS,grp_cla_VVS,grp_col_Colorless,grp_col_Near Colorless,grp_col_Tinted,grp_cut_Fair,grp_cut_Good,grp_cut_Ideal,grp_cut_Very Good/Premium,price_predicted
10,1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03,VS,Colorless,Good,0.0,0.0,0.0,-1.0,VS2DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,6211.701045120809
11,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,VVS,Colorless,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,895.9360045803919
12,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,VVS,Tinted,Ideal,-0.616186139423817,-0.616186139423817,0.0,-0.45999999999999996,VVS2JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1474.8577854693176
13,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,VS,Colorless,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,823.485965666082
14,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,VS,Colorless,Fair,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2DFair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1523.7419277811136
15,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,SI,Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1390.0546469805101
16,0.3,Good,I,SI1,63.2,55.0,4.25,4.29,2.7,SI,Near Colorless,Good,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,SI1IGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,397.91652733619185
17,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,SI,Near Colorless,Good,0.9783261227936078,0.0,0.9783261227936078,-0.33999999999999986,SI2HGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17895.029717731602
18,0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85,SI,Colorless,Very Good/Premium,-0.08338160893905101,-0.08338160893905101,0.0,-0.07999999999999996,SI1FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3883.5628431284317
19,0.3,Ideal,G,IF,62.2,55.0,4.3,4.32,2.68,IF,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,852.3332140707884
20,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,SI,Near Colorless,Very Good/Premium,0.0,0.0,0.0,-1.0,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4160.585426809921
21,0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76,VS,Colorless,Very Good/Premium,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,VS1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,763.2173375315988
22,1.01,Very Good,F,SI2,62.4,58.0,6.37,6.41,3.99,SI,Colorless,Very Good/Premium,0.009950330853168092,0.009950330853168092,0.0,-0.99,SI2FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4495.653852794614
23,0.87,Ideal,F,VS1,62.0,55.0,6.1,6.13,3.79,VS,Colorless,Ideal,-0.13926206733350766,-0.13926206733350766,0.0,-0.13,VS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4345.206570285037
24,1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,SI,Colorless,Very Good/Premium,0.23111172096338664,0.23111172096338664,0.0,-0.74,SI2DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,7141.795442681631
25,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,VS,Colorless,Very Good/Premium,-0.9675840262617056,-0.9675840262617056,0.0,-0.62,VS1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,936.4028287381919
26,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,VVS,Colorless,Ideal,-0.5978370007556204,-0.5978370007556204,0.0,-0.44999999999999996,VVS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2282.104368607063
27,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,SI,Colorless,Very Good/Premium,-0.4307829160924542,-0.4307829160924542,0.0,-0.35,SI1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2085.3579189100196
28,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,VVS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VVS2DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1392.1890319231838
29,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,I,Near Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,I1IVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1094.8863196702794
30,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,VS,Near Colorless,Very Good/Premium,0.02955880224154443,0.02955880224154443,0.0,-0.97,VS1IVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5233.557462237292
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,VVS,Colorless,Ideal,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,VVS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,946.5686267910835
32,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,VVS,Near Colorless,Ideal,-0.31471074483970024,-0.31471074483970024,0.0,-0.27,VVS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3130.71296107277
33,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,SI,Colorless,Ideal,-0.18632957819149348,-0.18632957819149348,0.0,-0.17000000000000004,SI2DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,3153.8493620809763
34,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,SI,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,SI1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1343.2843371088625
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,VS,Colorless,Ideal,0.058268908123975824,0.058268908123975824,0.0,-0.94,VS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6924.635566846899
36,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,VS,Colorless,Ideal,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1202.0490110316616
37,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,VS,Colorless,Ideal,0.02955880224154443,0.02955880224154443,0.0,-0.97,VS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6583.683490544462
38,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,SI,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,SI1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,638.3309423930622
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,VS,Tinted,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS1JPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,404.89708836485477
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,VVS,Colorless,Very Good/Premium,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VVS2DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,882.7614190464889
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,VS,Colorless,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,VS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,747.5444718376235
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,VS,Colorless,Ideal,-1.3862943611198906,-1.3862943611198906,0.0,-0.75,VS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,447.6516616110465
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,VS,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,627.0676571943983
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,IF,Colorless,Very Good/Premium,0.23111172096338664,0.23111172096338664,0.0,-0.74,IFFVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12298.655519469095
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,VS,Tinted,Ideal,0.131028262406404,0.131028262406404,0.0,-0.8600000000000001,VS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5256.072560560242
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,SI,Near Colorless,Very Good/Premium,0.412109650826833,0.412109650826833,0.0,-0.49,SI1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8509.206713865828
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,SI,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,SI2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1173.2171995962099
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,IF,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,960.0781760211696
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,SI,Colorless,Very Good/Premium,-0.06187540371808753,-0.06187540371808753,0.0,-0.06000000000000005,SI2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3523.6435267971233
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,VS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1603.9446069383255
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,SI,Near Colorless,Ideal,0.11332868530700327,0.11332868530700327,0.0,-0.8799999999999999,SI2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4588.873211381857
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,SI,Colorless,Very Good/Premium,0.28517894223366247,0.28517894223366247,0.0,-0.6699999999999999,SI2GPremium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6547.937950034928
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,VS,Near Colorless,Very Good/Premium,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS2HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,561.4869143355064
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,VS,Colorless,Ideal,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,VS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2944.8165912404834
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,VVS,Near Colorless,Ideal,0.30010459245033816,0.30010459245033816,0.0,-0.6499999999999999,VVS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10400.294840473765
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,VS,Colorless,Good,-1.4696759700589417,-1.4696759700589417,0.0,-0.77,VS2FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,353.31348163035483
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,I,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,I1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2085.9180712908747
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,SI,Colorless,Ideal,0.02955880224154443,0.02955880224154443,0.0,-0.97,SI1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,5949.8121534885495
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,SI,Colorless,Good,0.01980262729617973,0.01980262729617973,0.0,-0.98,SI2EGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4360.172405631965
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,VVS,Near Colorless,Ideal,-0.5978370007556204,-0.5978370007556204,0.0,-0.44999999999999996,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1877.2731916218124
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,IF,Colorless,Ideal,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,IFEIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1073.5126382391784
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,VVS,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS2DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3775.445826609544
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,SI,Colorless,Good,-0.5978370007556204,-0.5978370007556204,0.0,-0.44999999999999996,SI1GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1468.862513011672
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,VS,Colorless,Ideal,-0.616186139423817,-0.616186139423817,0.0,-0.45999999999999996,VS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1669.529246968221
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,IF,Near Colorless,Ideal,0.20701416938432612,0.20701416938432612,0.0,-0.77,IFHIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10040.441169846621
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,VVS,Colorless,Very Good/Premium,-1.3093333199837622,-1.3093333199837622,0.0,-0.73,VVS1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,597.8047113337209
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,VS,Colorless,Ideal,-0.6348782724359695,-0.6348782724359695,0.0,-0.47,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1960.990607375859
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,SI,Colorless,Ideal,0.22314355131420976,0.22314355131420976,0.0,-0.75,SI2GIdeal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6141.8979164757275
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,VVS,Colorless,Ideal,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,VVS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,946.5686267910835
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,VS,Near Colorless,Very Good/Premium,-1.0216512475319814,-1.0216512475319814,0.0,-0.64,VS2IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,697.4447214379661
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,SI,Colorless,Ideal,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,SI1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,661.4404276198837
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,SI,Colorless,Good,0.11332868530700327,0.11332868530700327,0.0,-0.8799999999999999,SI1EGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5883.159563369115
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,VS,Near Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,515.829739593662
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,SI,Colorless,Ideal,-1.0216512475319814,-1.0216512475319814,0.0,-0.64,SI1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,792.8956756355367
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,VVS,Colorless,Ideal,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3620.5657682612796
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,VS,Colorless,Very Good/Premium,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,682.5707338918307
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,VS,Colorless,Very Good/Premium,-0.6931471805599453,-0.6931471805599453,0.0,-0.5,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1547.115427786049
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,SI,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,SI1EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1343.2843371088625
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,VS,Tinted,Ideal,-0.5447271754416722,-0.5447271754416722,0.0,-0.42000000000000004,VS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1401.0247937753757
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,IF,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,IFFIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,852.3332140707884
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,VVS,Colorless,Ideal,-0.941608539858445,-0.941608539858445,0.0,-0.61,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1218.0772681254955
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,VS,Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,666.1747316980931
